match_id,season_year,date,stage,home,away,home_score,away_score,home_pens,away_pens,extra_time,penalties,total_shots,total_xg,largest_xg_swing,largest_xg_swing_window,xg_lead_changes,xg_first_15_home,xg_first_15_away,xg_last_15_home,xg_last_15_away,xg_home_0-15,xg_away_0-15,xg_diff_0-15,xg_home_15-30,xg_away_15-30,xg_diff_15-30,xg_home_30-45,xg_away_30-45,xg_diff_30-45,xg_home_45-60,xg_away_45-60,xg_diff_45-60,xg_home_60-75,xg_away_60-75,xg_diff_60-75,xg_home_75-90plus,xg_away_75-90plus,xg_diff_75-90plus
1021,2022,2022-11-27,Group Stage,BEL,MAR,0,2,,,False,False,20,2.4377,0.8152,45-60_to_60-75,1,0.2187,0.0,0.0217,0.4479,0.2187,0.0,0.2187,0.4845,0.064,0.4205,0.0567,0.0416,0.0151,0.1143,0.0778,0.0365,0.0659,0.8446,-0.7787,0.0217,0.4479,-0.4262
1022,2022,2022-11-27,Group Stage,CRO,CAN,4,1,,,False,False,21,3.078,0.5148,0-15_to_15-30,1,0.0,0.1398,0.9995,0.087,0.0,0.1398,-0.1398,0.375,0.0,0.375,0.4669,0.0,0.4669,0.2741,0.16,0.1141,0.5146,0.0611,0.4535,0.9995,0.087,0.9125
1023,2022,2022-11-27,Group Stage,ESP,GER,1,1,,,False,False,18,1.9079,0.2971,45-60_to_60-75,5,0.0395,0.0,0.0,0.2447,0.0395,0.0,0.0395,0.0809,0.0644,0.0165,0.0369,0.0224,0.0145,0.0296,0.1326,-0.103,0.4284,0.8285,-0.4001,0.0,0.2447,-0.2447
1024,2022,2022-11-28,Group Stage,CAM,SRB,3,3,,,False,False,28,4.1713,1.9962,45-60_to_60-75,3,0.0,0.1159,0.0536,0.3478,0.0,0.1159,-0.1159,1.0961,0.1362,0.9599,0.1643,0.0,0.1643,0.0,1.1472,-1.1472,0.9796,0.1306,0.849,0.0536,0.3478,-0.2942
1025,2022,2022-11-28,Group Stage,KOR,GHA,2,3,,,False,False,29,3.4795,0.9882,0-15_to_15-30,2,0.2984,0.0,0.7276,0.0231,0.2984,0.0,0.2984,0.0409,0.7307,-0.6898,0.0,0.2751,-0.2751,0.3584,0.2558,0.1026,0.3699,0.3996,-0.0297,0.7276,0.0231,0.7045
1026,2022,2022-11-28,Group Stage,BRA,SUI,1,0,,,False,False,19,1.3175,0.3705,30-45_to_45-60,1,0.0,0.0231,0.3588,0.0,0.0,0.0231,-0.0231,0.3232,0.0,0.3232,0.2118,0.0,0.2118,0.0,0.1587,-0.1587,0.1255,0.1164,0.0091,0.3588,0.0,0.3588
1027,2022,2022-11-28,Group Stage,POR,URU,2,0,,,False,False,26,2.6031,0.6201,60-75_to_75-90plus,3,0.0888,0.0798,1.0119,0.4713,0.0888,0.0798,0.009,0.0875,0.0,0.0875,0.0483,0.5431,-0.4948,0.0951,0.0978,-0.0027,0.0,0.0795,-0.0795,1.0119,0.4713,0.5406
1028,2022,2022-11-29,Group Stage,ECU,SEN,1,2,,,False,False,23,3.0678,0.8095,30-45_to_45-60,0,0.0946,0.5812,0.1961,0.1142,0.0946,0.5812,-0.4866,0.0,0.0834,-0.0834,0.0,0.8243,-0.8243,0.0744,0.0892,-0.0148,0.5634,0.447,0.1164,0.1961,0.1142,0.0819
1029,2022,2022-11-29,Group Stage,NED,QAT,2,0,,,False,False,18,2.1638,1.4026,30-45_to_45-60,0,0.3516,0.0126,0.0282,0.0466,0.3516,0.0126,0.339,0.2432,0.079,0.1642,0.0,0.0,0.0,1.4026,0.0,1.4026,0.0,0.0,0.0,0.0282,0.0466,-0.0184
1030,2022,2022-11-20,Group Stage,QAT,ECU,0,2,,,False,False,11,1.5041,0.8094,0-15_to_15-30,0,0.0,0.0,0.0477,0.0573,0.0,0.0,0.0,0.0,0.8094,-0.8094,0.0202,0.1753,-0.1551,0.2254,0.1414,0.084,0.0274,0.0,0.0274,0.0477,0.0573,-0.0096
1031,2022,2022-11-21,Group Stage,ENG,IRN,6,2,,,False,False,21,3.8601,0.9906,60-75_to_75-90plus,0,0.1083,0.0,0.7172,1.4072,0.1083,0.0,0.1083,0.0349,0.0,0.0349,0.2939,0.0,0.2939,0.4421,0.1321,0.31,0.5125,0.2119,0.3006,0.7172,1.4072,-0.69
1032,2022,2022-11-21,Group Stage,SEN,NED,0,2,,,False,False,25,1.5635,0.1602,45-60_to_60-75,6,0.0873,0.0621,0.3851,0.3291,0.0873,0.0621,0.0252,0.0912,0.13,-0.0388,0.0202,0.0377,-0.0175,0.1076,0.0938,0.0138,0.1967,0.0227,0.174,0.3851,0.3291,0.056
1033,2022,2022-11-21,Group Stage,USA,WAL,1,1,,,False,False,13,2.3385,0.5342,30-45_to_45-60,3,0.2314,0.0394,0.1302,0.8796,0.2314,0.0394,0.192,0.0222,0.0,0.0222,0.4076,0.0,0.4076,0.0,0.1266,-0.1266,0.0,0.5015,-0.5015,0.1302,0.8796,-0.7494
