match_id,season_year,competition,date,home,away,home_score,away_score,total_shots,total_xg,largest_xg_swing,largest_xg_swing_window,xg_lead_changes,xg_first_15_home,xg_first_15_away,xg_last_15_home,xg_last_15_away,xg_home_0-15,xg_away_0-15,xg_diff_0-15,xg_home_15-30,xg_away_15-30,xg_diff_15-30,xg_home_30-45,xg_away_30-45,xg_diff_30-45,xg_home_45-60,xg_away_45-60,xg_diff_45-60,xg_home_60-75,xg_away_60-75,xg_diff_60-75,xg_home_75-90plus,xg_away_75-90plus,xg_diff_75-90plus
28778,2526,PL,2025-08-15,LIV,BOU,4,2,29,3.9031,0.7697,60-75_to_75-90plus,4,0.3152,0.3886,0.453,0.0956,0.3152,0.3886,-0.0734,0.0,0.0,0.0,1.0166,0.3896,0.627,0.4012,0.1429,0.2583,0.144,0.5563,-0.4123,0.453,0.0956,0.3575
28779,2526,PL,2025-08-16,AVL,NEW,0,0,19,1.7196,0.9363,0-15_to_15-30,0,0.0,1.049,0.0635,0.1302,0.0,1.049,-1.049,0.0,0.1126,-0.1126,0.0,0.0,0.0,0.1752,0.0,0.1752,0.08,0.1091,-0.0292,0.0635,0.1302,-0.0667
28780,2526,PL,2025-08-16,BRI,FLH,1,1,17,2.3568,0.5007,30-45_to_45-60,3,0.0193,0.0947,0.369,0.5238,0.0193,0.0947,-0.0754,0.103,0.0,0.103,0.0462,0.0419,0.0043,0.7612,0.2562,0.505,0.1414,0.0,0.1414,0.369,0.5238,-0.1548
28781,2526,PL,2025-08-16,SUN,WHU,3,0,22,1.2833,0.4826,0-15_to_15-30,3,0.3295,0.0803,0.0925,0.221,0.3295,0.0803,0.2492,0.0,0.2334,-0.2334,0.1282,0.0242,0.104,0.1093,0.0,0.1093,0.0648,0.0,0.0648,0.0925,0.221,-0.1285
28782,2526,PL,2025-08-16,TOT,BUR,3,0,30,2.7889,0.6405,30-45_to_45-60,2,0.2921,0.0448,0.0908,0.0,0.2921,0.0448,0.2473,0.0,0.2798,-0.2798,0.0326,0.0676,-0.035,0.8571,0.2516,0.6055,0.7664,0.1062,0.6602,0.0908,0.0,0.0908
28783,2526,PL,2025-08-16,WOL,MCI,0,4,24,2.8254,1.174,30-45_to_45-60,0,0.0,0.0,0.1181,0.2848,0.0,0.0,0.0,0.1131,0.7866,-0.6735,0.0,1.0698,-1.0698,0.1795,0.0753,0.1042,0.1088,0.0893,0.0195,0.1181,0.2848,-0.1667
28784,2526,PL,2025-08-17,CHE,CRY,0,0,31,2.4141,0.5517,15-30_to_30-45,4,0.024,0.0433,0.4852,0.041,0.024,0.0433,-0.0193,0.4426,0.3233,0.1193,0.0,0.4324,-0.4324,0.1397,0.1892,-0.0494,0.285,0.0083,0.2767,0.4852,0.041,0.4442
28785,2526,PL,2025-08-17,NOT,BRE,3,1,21,3.0915,1.0638,60-75_to_75-90plus,0,0.4809,0.0,0.0,0.7612,0.4809,0.0,0.4809,0.0817,0.057,0.0248,0.3014,0.1982,0.1032,0.3778,0.1055,0.2723,0.5153,0.2126,0.3027,0.0,0.7612,-0.7612
28786,2526,PL,2025-08-17,MUN,ARS,0,1,31,2.7157,0.9364,0-15_to_15-30,4,0.0865,0.8443,0.4018,0.1945,0.0865,0.8443,-0.7578,0.2372,0.0585,0.1786,0.3289,0.1462,0.1827,0.0633,0.033,0.0303,0.2677,0.0539,0.2139,0.4018,0.1945,0.2072
28787,2526,PL,2025-08-18,LED,EVE,1,0,28,3.0749,0.7311,60-75_to_75-90plus,0,0.4645,0.0,1.3207,0.6217,0.4645,0.0,0.4645,0.0903,0.0,0.0903,0.3638,0.0,0.3638,0.1463,0.0355,0.1108,0.0,0.0321,-0.0321,1.3207,0.6217,0.699
28788,2526,PL,2025-08-22,WHU,CHE,1,5,24,4.9544,1.2299,45-60_to_60-75,1,0.0152,0.5353,0.6591,0.0529,0.0152,0.5353,-0.5201,0.0075,0.5372,-0.5297,0.0757,0.7091,-0.6334,0.0403,1.6153,-1.575,0.1808,0.5259,-0.3451,0.6591,0.0529,0.6061
28789,2526,PL,2025-08-23,MCI,TOT,0,2,22,2.5305,0.8229,15-30_to_30-45,4,0.0428,0.0831,0.1445,0.2502,0.0428,0.0831,-0.0403,0.4473,0.0,0.4473,0.0,0.3756,-0.3756,0.5957,0.5063,0.0894,0.0171,0.0677,-0.0506,0.1445,0.2502,-0.1057
28790,2526,PL,2025-08-23,BRE,AVL,1,0,26,2.3568,0.8472,0-15_to_15-30,0,1.0511,0.0,0.1061,0.2021,1.0511,0.0,1.0511,0.2193,0.0154,0.2039,0.0,0.2126,-0.2126,0.0,0.4158,-0.4158,0.0,0.1345,-0.1345,0.1061,0.2021,-0.096
28791,2526,PL,2025-08-23,BUR,SUN,2,0,16,2.1251,0.8258,0-15_to_15-30,0,0.0175,0.8433,0.5365,0.2308,0.0175,0.8433,-0.8258,0.0,0.0,0.0,0.0364,0.0213,0.0151,0.4134,0.0259,0.3875,0.0,0.0,0.0,0.5365,0.2308,0.3057
28792,2526,PL,2025-08-23,BOU,WOL,1,0,20,2.158,0.8157,0-15_to_15-30,2,0.84,0.0831,0.1806,0.0431,0.84,0.0831,0.7569,0.0,0.0588,-0.0588,0.0,0.0134,-0.0134,0.5685,0.0765,0.492,0.1955,0.0985,0.0971,0.1806,0.0431,0.1375
28793,2526,PL,2025-08-23,ARS,LED,5,0,21,2.9238,0.8356,30-45_to_45-60,0,0.0653,0.0242,0.7855,0.0,0.0653,0.0242,0.0411,0.4849,0.1325,0.3524,0.1632,0.0,0.1632,0.9988,0.0,0.9988,0.2693,0.0,0.2693,0.7855,0.0,0.7855
28794,2526,PL,2025-08-24,CRY,NOT,1,1,17,2.4318,0.6856,60-75_to_75-90plus,4,0.1129,0.1249,0.0,0.6856,0.1129,0.1249,-0.0121,0.0315,0.0584,-0.0269,0.618,0.0918,0.5262,0.3395,0.3691,-0.0296,0.0,0.0,0.0,0.0,0.6856,-0.6856
28795,2526,PL,2025-08-24,EVE,BRI,2,0,24,3.9029,0.3801,60-75_to_75-90plus,5,0.0566,0.0288,0.3847,0.8263,0.0566,0.0288,0.0278,0.7122,0.675,0.0372,0.1169,0.0896,0.0273,0.5476,0.4035,0.1441,0.0,0.0615,-0.0615,0.3847,0.8263,-0.4416
28796,2526,PL,2025-08-24,FLH,MUN,1,1,24,3.2089,0.6983,60-75_to_75-90plus,3,0.3177,0.5826,0.0739,0.0933,0.3177,0.5826,-0.2649,0.1334,0.0,0.1334,0.2505,0.7612,-0.5107,0.2085,0.109,0.0995,0.6789,0.0,0.6789,0.0739,0.0933,-0.0194
28797,2526,PL,2025-08-25,NEW,LIV,2,3,15,2.61,1.175,0-15_to_15-30,1,0.0,0.0327,0.4311,0.3935,0.0,0.0327,-0.0327,1.1423,0.0,1.1423,0.0462,0.0162,0.03,0.3282,0.2041,0.1241,0.0156,0.0,0.0156,0.4311,0.3935,0.0375
28798,2526,PL,2025-08-30,CHE,FLH,2,0,24,3.1686,1.9168,30-45_to_45-60,2,0.0734,0.0742,0.0333,0.3653,0.0734,0.0742,-0.0008,0.0,0.0659,-0.0659,0.0,0.0,0.0,2.1476,0.2308,1.9168,0.1782,0.0,0.1782,0.0333,0.3653,-0.332
28799,2526,PL,2025-08-30,TOT,BOU,0,1,24,2.2942,0.5635,30-45_to_45-60,0,0.0,0.5805,0.0974,0.0,0.0,0.5805,-0.5805,0.0,0.2776,-0.2776,0.0,0.1067,-0.1067,0.0119,0.6821,-0.6702,0.0613,0.4767,-0.4154,0.0974,0.0,0.0974
28800,2526,PL,2025-08-30,WOL,EVE,2,3,22,2.9838,1.1944,15-30_to_30-45,1,0.009,0.6768,0.4859,0.0635,0.009,0.6768,-0.6678,0.4053,0.0899,0.3154,0.0,0.879,-0.879,0.0364,0.2428,-0.2065,0.0094,0.0859,-0.0765,0.4859,0.0635,0.4224
28801,2526,PL,2025-08-30,SUN,BRE,2,1,20,3.0192,0.8676,45-60_to_60-75,2,0.2059,0.0,1.0513,0.5133,0.2059,0.0,0.2059,0.0,0.0809,-0.0809,0.0425,0.0734,-0.0309,0.0921,0.7784,-0.6863,0.1813,0.0,0.1813,1.0513,0.5133,0.538
28802,2526,PL,2025-08-30,MUN,BUR,3,2,33,5.4013,2.1945,45-60_to_60-75,0,0.172,0.0,1.0987,0.0,0.172,0.0,0.172,0.1929,0.0,0.1929,0.207,0.1106,0.0964,2.1879,0.5464,1.6415,0.1664,0.7195,-0.5531,1.0987,0.0,1.0987
28803,2526,PL,2025-08-30,LED,NEW,0,0,18,0.9809,0.4077,15-30_to_30-45,0,0.2138,0.0,0.084,0.0201,0.2138,0.0,0.2138,0.0,0.162,-0.162,0.3146,0.0689,0.2457,0.0513,0.0304,0.0209,0.0136,0.0221,-0.0085,0.084,0.0201,0.0639
28804,2526,PL,2025-08-31,NOT,WHU,0,3,23,2.952,1.9998,60-75_to_75-90plus,4,0.0,0.0642,0.0232,1.7868,0.0,0.0642,-0.0642,0.0196,0.0,0.0196,0.0,0.0964,-0.0964,0.3186,0.17,0.1486,0.3547,0.1186,0.2361,0.0232,1.7868,-1.7637
28805,2526,PL,2025-08-31,BRI,MCI,2,1,24,4.3428,1.5372,45-60_to_60-75,1,0.0,0.2076,1.2346,0.1451,0.0,0.2076,-0.2076,0.0507,0.3366,-0.2859,0.0,0.831,-0.831,0.0,0.6138,-0.6138,0.9234,0.0,0.9234,1.2346,0.1451,1.0894
28806,2526,PL,2025-08-31,LIV,ARS,1,0,20,0.9721,0.2534,30-45_to_45-60,3,0.0245,0.0,0.1339,0.0891,0.0245,0.0,0.0245,0.0,0.09,-0.09,0.0651,0.209,-0.1439,0.1095,0.0,0.1095,0.1484,0.1026,0.0457,0.1339,0.0891,0.0449
28807,2526,PL,2025-08-31,AVL,CRY,0,3,19,3.8249,2.0192,15-30_to_30-45,1,0.04,0.0,0.0585,0.9176,0.04,0.0,0.04,0.0626,1.6289,-1.5663,0.453,0.0,0.453,0.1792,0.0,0.1792,0.4345,0.0506,0.3838,0.0585,0.9176,-0.8591
28808,2526,PL,2025-09-13,ARS,NOT,3,0,21,3.1754,1.2241,45-60_to_60-75,0,1.0796,0.0,0.0946,0.1104,1.0796,0.0,1.0796,0.2399,0.0,0.2399,0.0988,0.0,0.0988,1.3689,0.164,1.2048,0.0,0.0193,-0.0193,0.0946,0.1104,-0.0158
28809,2526,PL,2025-09-13,NEW,WOL,1,0,24,1.569,0.3525,0-15_to_15-30,1,0.663,0.1331,0.1189,0.1139,0.663,0.1331,0.5299,0.188,0.0106,0.1774,0.0634,0.1183,-0.0549,0.1276,0.0,0.1276,0.0322,0.0,0.0322,0.1189,0.1139,0.005
28810,2526,PL,2025-09-13,BOU,BRI,2,1,19,2.0668,0.982,45-60_to_60-75,4,0.0,0.0,0.1667,0.0536,0.0,0.0,0.0,0.1704,0.0,0.1704,0.0796,0.2619,-0.1823,0.1763,0.3095,-0.1331,0.8489,0.0,0.8489,0.1667,0.0536,0.1132
28811,2526,PL,2025-09-13,CRY,SUN,0,0,20,2.1564,0.8967,60-75_to_75-90plus,2,0.0156,0.0391,0.9018,0.0,0.0156,0.0391,-0.0235,0.0226,0.0348,-0.0121,0.3241,0.1024,0.2217,0.5066,0.1515,0.355,0.0314,0.0263,0.0052,0.9018,0.0,0.9018
28812,2526,PL,2025-09-13,EVE,AVL,0,0,27,2.2477,0.643,30-45_to_45-60,0,0.2647,0.0,0.7012,0.0,0.2647,0.0,0.2647,0.1769,0.0103,0.1666,0.524,0.0615,0.4625,0.1021,0.2825,-0.1804,0.1245,0.0,0.1245,0.7012,0.0,0.7012
28813,2526,PL,2025-09-13,FLH,LED,1,0,16,1.9702,0.9266,45-60_to_60-75,1,0.0,0.0,0.6529,0.0198,0.0,0.0,0.0,0.0,0.1068,-0.1068,0.0,0.0719,-0.0719,0.0788,0.6146,-0.5358,0.4081,0.0173,0.3908,0.6529,0.0198,0.6331
28814,2526,PL,2025-09-13,WHU,TOT,0,3,21,2.3073,0.5119,60-75_to_75-90plus,4,0.1308,0.0389,0.0,0.6169,0.1308,0.0389,0.0919,0.0098,0.0233,-0.0135,0.0,0.1769,-0.1769,0.6028,0.5031,0.0997,0.05,0.155,-0.105,0.0,0.6169,-0.6169
28815,2526,PL,2025-09-13,BRE,CHE,2,2,23,1.9317,0.9491,60-75_to_75-90plus,3,0.1814,0.1343,0.8228,0.1286,0.1814,0.1343,0.0471,0.0,0.0,0.0,0.1225,0.1006,0.0219,0.0,0.0894,-0.0894,0.0487,0.3036,-0.2549,0.8228,0.1286,0.6942
28816,2526,PL,2025-09-14,BUR,LIV,0,1,30,2.966,0.7294,60-75_to_75-90plus,2,0.147,0.7619,0.0,1.0502,0.147,0.7619,-0.6149,0.0,0.103,-0.103,0.0076,0.2842,-0.2766,0.0,0.2644,-0.2644,0.0134,0.3342,-0.3208,0.0,1.0502,-1.0502
28817,2526,PL,2025-09-14,MCI,MUN,3,0,25,3.5647,2.0625,60-75_to_75-90plus,0,0.0398,0.035,0.1882,1.4378,0.0398,0.035,0.0048,0.1963,0.0,0.1963,0.0542,0.0,0.0542,0.6428,0.0,0.6428,0.8918,0.0789,0.8129,0.1882,1.4378,-1.2495
28818,2526,PL,2025-09-20,LIV,EVE,2,1,20,1.7871,0.7002,15-30_to_30-45,0,0.0674,0.0,0.0701,0.0677,0.0674,0.0,0.0674,0.6774,0.0826,0.5948,0.0,0.1054,-0.1054,0.1874,0.4656,-0.2782,0.0634,0.0,0.0634,0.0701,0.0677,0.0023
28819,2526,PL,2025-09-20,WHU,CRY,1,2,26,2.8556,0.9696,15-30_to_30-45,1,0.1334,0.0163,0.1109,0.2592,0.1334,0.0163,0.1171,0.0,0.0,0.0,0.0,0.9696,-0.9696,0.1314,0.647,-0.5156,0.0906,0.497,-0.4064,0.1109,0.2592,-0.1483
28820,2526,PL,2025-09-20,WOL,LED,1,3,22,2.0231,0.5927,30-45_to_45-60,0,0.4292,0.0118,0.4731,0.0,0.4292,0.0118,0.4174,0.0,0.044,-0.044,0.1621,0.3659,-0.2038,0.4243,0.0354,0.389,0.0774,0.0,0.0774,0.4731,0.0,0.4731
28821,2526,PL,2025-09-20,BRI,TOT,2,2,24,2.6593,0.8803,30-45_to_45-60,2,0.6801,0.0,0.5861,0.0935,0.6801,0.0,0.6801,0.0648,0.1225,-0.0577,0.0165,0.8811,-0.8646,0.0157,0.0,0.0157,0.0413,0.1576,-0.1163,0.5861,0.0935,0.4927
28822,2526,PL,2025-09-20,BUR,NOT,1,1,29,1.9737,0.3171,15-30_to_30-45,5,0.0098,0.0722,0.4742,0.3215,0.0098,0.0722,-0.0623,0.334,0.1094,0.2247,0.1028,0.1953,-0.0925,0.1161,0.11,0.0061,0.1053,0.023,0.0823,0.4742,0.3215,0.1527
28823,2526,PL,2025-09-21,BOU,NEW,0,0,15,0.7043,0.157,60-75_to_75-90plus,2,0.1958,0.1176,0.157,0.0,0.1958,0.1176,0.0783,0.059,0.0361,0.0229,0.0,0.0,0.0,0.1388,0.0,0.1388,0.0,0.0,0.0,0.157,0.0,0.157
28824,2526,PL,2025-09-20,MUN,CHE,2,1,16,1.8168,0.8628,0-15_to_15-30,0,0.8838,0.0,0.0452,0.3832,0.8838,0.0,0.8838,0.0437,0.0227,0.0211,0.2786,0.0,0.2786,0.0,0.0283,-0.0283,0.0955,0.0357,0.0599,0.0452,0.3832,-0.3381
28825,2526,PL,2025-09-20,FLH,BRE,3,1,23,2.3637,1.2728,15-30_to_30-45,3,0.1961,0.0761,0.0,0.2151,0.1961,0.0761,0.1199,0.1953,0.4239,-0.2286,1.0441,0.0,1.0441,0.0,0.1115,-0.1115,0.1016,0.0,0.1016,0.0,0.2151,-0.2151
28826,2526,PL,2025-09-21,SUN,AVL,1,1,25,1.8814,0.7468,60-75_to_75-90plus,2,0.0422,0.0,0.0,0.1835,0.0422,0.0,0.0422,0.1028,0.5027,-0.3999,0.0709,0.1116,-0.0407,0.0777,0.0563,0.0213,0.6485,0.0852,0.5633,0.0,0.1835,-0.1835
28827,2526,PL,2025-09-21,ARS,MCI,1,1,17,1.8413,0.4719,0-15_to_15-30,0,0.0,0.5452,0.1513,0.3823,0.0,0.5452,-0.5452,0.0,0.0733,-0.0733,0.3287,0.0399,0.2887,0.2386,0.0819,0.1567,0.0,0.0,0.0,0.1513,0.3823,-0.231
28828,2526,PL,2025-09-27,BRE,MUN,3,1,24,6.0248,1.7198,60-75_to_75-90plus,4,0.3288,0.1686,0.1811,0.9309,0.3288,0.1686,0.1602,1.3075,1.9876,-0.6801,0.0,0.1202,-0.1202,0.0,0.0302,-0.0302,0.9699,0.0,0.9699,0.1811,0.9309,-0.7498
28829,2526,PL,2025-09-27,CHE,BRI,1,3,25,4.5191,1.1065,15-30_to_30-45,1,0.4343,0.0129,0.5741,1.7229,0.4343,0.0129,0.4214,0.9563,0.0,0.9563,0.0,0.1502,-0.1502,0.0393,0.0832,-0.0439,0.0225,0.5232,-0.5007,0.5741,1.7229,-1.1488
28830,2526,PL,2025-09-27,CRY,LIV,2,1,36,6.6591,1.0524,0-15_to_15-30,2,1.3255,0.0,0.8894,0.7024,1.3255,0.0,1.3255,0.5172,0.2441,0.2731,0.2268,0.3558,-0.129,0.3489,0.9444,-0.5955,0.2365,0.8681,-0.6316,0.8894,0.7024,0.1869
28831,2526,PL,2025-09-28,AVL,FLH,3,1,20,2.3184,0.2869,45-60_to_60-75,3,0.0,0.1477,0.0,0.0727,0.0,0.1477,-0.1477,0.2968,0.2456,0.0511,0.3265,0.0809,0.2456,0.7175,0.4057,0.3118,0.0249,0.0,0.0249,0.0,0.0727,-0.0727
28832,2526,PL,2025-09-27,LED,BOU,2,2,31,3.1412,0.9114,15-30_to_30-45,0,0.2951,0.0771,0.1269,0.6471,0.2951,0.0771,0.218,1.0636,0.1562,0.9074,0.0755,0.0795,-0.004,0.2336,0.0543,0.1793,0.2861,0.046,0.2401,0.1269,0.6471,-0.5202
28833,2526,PL,2025-09-27,MCI,BUR,5,1,32,3.7349,0.9576,15-30_to_30-45,0,0.1628,0.0,1.1648,0.0,0.1628,0.0,0.1628,0.9497,0.1309,0.8189,0.0787,0.2174,-0.1388,0.0748,0.1653,-0.0905,0.7906,0.0,0.7906,1.1648,0.0,1.1648
28834,2526,PL,2025-09-27,NOT,SUN,0,1,33,3.3766,0.798,60-75_to_75-90plus,4,0.0,0.0696,0.5942,1.0184,0.0,0.0696,-0.0696,0.1841,0.0,0.1841,0.0,0.441,-0.441,0.1976,0.3331,-0.1355,0.4562,0.0823,0.3738,0.5942,1.0184,-0.4242
28835,2526,PL,2025-09-27,TOT,WOL,1,1,19,1.9925,0.8124,30-45_to_45-60,2,0.4104,0.0625,0.0974,0.0,0.4104,0.0625,0.3478,0.154,0.013,0.141,0.096,0.0223,0.0738,0.0,0.7386,-0.7386,0.0609,0.3373,-0.2764,0.0974,0.0,0.0974
28836,2526,PL,2025-09-28,NEW,ARS,1,2,28,2.8138,0.7961,15-30_to_30-45,0,0.0422,0.191,0.1372,0.6931,0.0422,0.191,-0.1488,0.0475,0.5786,-0.5311,0.339,0.074,0.265,0.022,0.4573,-0.4353,0.152,0.0799,0.072,0.1372,0.6931,-0.5558
28837,2526,PL,2025-09-29,EVE,WHU,1,1,26,1.6855,0.6102,45-60_to_60-75,1,0.2594,0.1496,0.0836,0.14,0.2594,0.1496,0.1098,0.1369,0.1434,-0.0065,0.0316,0.0446,-0.0129,0.3982,0.0431,0.3551,0.0,0.2551,-0.2551,0.0836,0.14,-0.0564
28838,2526,PL,2025-10-03,BOU,FLH,3,1,23,2.1779,0.812,45-60_to_60-75,4,0.0487,0.0,0.574,0.2161,0.0487,0.0,0.0487,0.0,0.0851,-0.0851,0.0624,0.0,0.0624,0.6494,0.1897,0.4597,0.0,0.3523,-0.3523,0.574,0.2161,0.3579
28839,2526,PL,2025-10-04,ARS,WHU,2,0,25,3.9862,0.7966,15-30_to_30-45,1,1.2068,0.6018,0.1959,0.2289,1.2068,0.6018,0.605,0.0,0.0,0.0,0.7966,0.0,0.7966,0.1612,0.0338,0.1274,0.7612,0.0,0.7612,0.1959,0.2289,-0.033
28840,2526,PL,2025-10-05,AVL,BUR,2,1,20,2.238,0.5518,60-75_to_75-90plus,0,0.4847,0.0,0.256,0.4826,0.4847,0.0,0.4847,0.1583,0.0,0.1583,0.0,0.0197,-0.0197,0.5114,0.0,0.5114,0.3253,0.0,0.3253,0.256,0.4826,-0.2266
28841,2526,PL,2025-10-05,BRE,MCI,0,1,16,1.7902,0.7868,30-45_to_45-60,0,0.0,0.4206,0.0924,0.0,0.0,0.4206,-0.4206,0.0,0.2102,-0.2102,0.0415,0.3737,-0.3322,0.5465,0.092,0.4546,0.0133,0.0,0.0133,0.0924,0.0,0.0924
28842,2526,PL,2025-10-04,CHE,LIV,2,1,24,3.299,1.6925,60-75_to_75-90plus,1,0.0317,0.0,1.0651,0.2673,0.0317,0.0,0.0317,0.0188,0.4609,-0.4421,0.0386,0.2302,-0.1917,0.0836,0.2081,-0.1245,0.0,0.8947,-0.8947,1.0651,0.2673,0.7978
28843,2526,PL,2025-10-05,EVE,CRY,2,1,29,4.7547,2.3299,60-75_to_75-90plus,1,0.0492,0.1353,2.1633,0.2099,0.0492,0.1353,-0.0861,0.0139,0.6603,-0.6464,0.0,0.272,-0.272,0.1176,0.4043,-0.2867,0.1762,0.5527,-0.3765,2.1633,0.2099,1.9535
28844,2526,PL,2025-10-04,LED,TOT,1,2,25,2.2229,1.1935,15-30_to_30-45,2,0.3315,0.0499,0.167,0.0232,0.3315,0.0499,0.2816,0.0607,0.4321,-0.3715,0.836,0.0139,0.8221,0.0973,0.169,-0.0717,0.0423,0.0,0.0423,0.167,0.0232,0.1438
28845,2526,PL,2025-10-04,MUN,SUN,2,0,23,2.7718,0.6948,30-45_to_45-60,0,0.0746,0.0,0.2634,0.3498,0.0746,0.0,0.0746,0.6552,0.0,0.6552,0.75,0.1379,0.6121,0.1793,0.262,-0.0827,0.0423,0.0575,-0.0152,0.2634,0.3498,-0.0864
28846,2526,PL,2025-10-05,NEW,NOT,2,0,23,4.2572,0.8688,60-75_to_75-90plus,0,0.5384,0.0,1.7683,0.1363,0.5384,0.0,0.5384,0.0109,0.0773,-0.0665,0.1291,0.0,0.1291,0.6552,0.0695,0.5856,0.8178,0.0546,0.7632,1.7683,0.1363,1.632
28847,2526,PL,2025-10-05,WOL,BRI,1,1,24,1.761,0.5215,15-30_to_30-45,0,0.0,0.1749,0.0,0.2427,0.0,0.1749,-0.1749,0.1085,0.6104,-0.5019,0.0423,0.0227,0.0196,0.1447,0.1709,-0.0262,0.0739,0.1701,-0.0961,0.0,0.2427,-0.2427
28848,2526,PL,2025-10-18,BRI,NEW,2,1,29,2.1536,0.6404,30-45_to_45-60,2,0.1148,0.0781,0.0848,0.5391,0.1148,0.0781,0.0367,0.1212,0.0,0.1212,0.3666,0.049,0.3176,0.1715,0.4942,-0.3227,0.0,0.1343,-0.1343,0.0848,0.5391,-0.4543
28849,2526,PL,2025-10-18,BUR,LED,2,0,23,2.8499,0.9046,15-30_to_30-45,3,0.0551,0.0959,0.0,1.0342,0.0551,0.0959,-0.0408,0.4297,0.0,0.4297,0.0,0.4748,-0.4748,0.0,0.2598,-0.2598,0.0248,0.4755,-0.4507,0.0,1.0342,-1.0342
28850,2526,PL,2025-10-18,CRY,BOU,3,3,28,6.6505,1.5686,0-15_to_15-30,2,0.0445,0.8902,2.073,0.8122,0.0445,0.8902,-0.8457,0.7956,0.0727,0.7229,0.0,0.1467,-0.1467,0.4638,0.0248,0.4389,1.2266,0.1004,1.1262,2.073,0.8122,1.2608
28851,2526,PL,2025-10-18,FLH,ARS,0,1,25,2.6326,0.7713,45-60_to_60-75,3,0.1894,0.0,0.0371,0.8055,0.1894,0.0,0.1894,0.1592,0.0583,0.1008,0.0126,0.2821,-0.2695,0.1042,0.9299,-0.8257,0.0,0.0545,-0.0545,0.0371,0.8055,-0.7684
28852,2526,PL,2025-10-19,LIV,MUN,1,2,31,5.2058,1.3011,15-30_to_30-45,1,0.1866,0.335,1.4939,0.8936,0.1866,0.335,-0.1484,0.1519,1.2055,-1.0536,0.2769,0.0295,0.2474,0.1883,0.0,0.1883,0.3668,0.0778,0.289,1.4939,0.8936,0.6003
28853,2526,PL,2025-10-18,MCI,EVE,2,0,24,3.3433,0.8323,60-75_to_75-90plus,2,0.1328,0.6436,1.0294,0.0366,0.1328,0.6436,-0.5108,0.1397,0.0122,0.1275,0.5485,0.0377,0.5108,0.4733,0.0,0.4733,0.225,0.0645,0.1605,1.0294,0.0366,0.9928
28854,2526,PL,2025-10-18,NOT,CHE,0,3,28,4.6348,1.4386,45-60_to_60-75,3,0.051,0.0,0.0532,0.6068,0.051,0.0,0.051,0.5663,0.0344,0.5319,0.0,0.414,-0.414,0.0,0.7678,-0.7678,1.4061,0.7353,0.6708,0.0532,0.6068,-0.5536
28855,2526,PL,2025-10-18,SUN,WOL,2,0,25,1.7024,0.745,15-30_to_30-45,1,0.0541,0.0153,0.0,0.3592,0.0541,0.0153,0.0387,0.7634,0.0165,0.7468,0.0741,0.0722,0.0019,0.0701,0.1348,-0.0647,0.0639,0.0786,-0.0147,0.0,0.3592,-0.3592
28856,2526,PL,2025-10-19,TOT,AVL,1,2,17,1.8668,0.7899,30-45_to_45-60,0,0.4011,0.0462,0.1123,0.1408,0.4011,0.0462,0.3549,0.0912,0.0,0.0912,0.0,0.0253,-0.0253,0.8508,0.0862,0.7646,0.0591,0.0537,0.0054,0.1123,0.1408,-0.0285
28857,2526,PL,2025-10-20,WHU,BRE,0,2,29,3.7579,1.5091,30-45_to_45-60,0,0.0172,0.2961,0.0332,0.2407,0.0172,0.2961,-0.2789,0.0,0.7786,-0.7786,0.0,1.4664,-1.4664,0.1597,0.117,0.0426,0.0502,0.5989,-0.5487,0.0332,0.2407,-0.2075
28858,2526,PL,2025-10-26,BOU,NOT,2,0,21,0.9697,0.4236,0-15_to_15-30,0,0.3802,0.0,0.0498,0.2068,0.3802,0.0,0.3802,0.0109,0.0543,-0.0435,0.2055,0.0212,0.1843,0.0179,0.0231,-0.0052,0.0,0.0,0.0,0.0498,0.2068,-0.1571
28859,2526,PL,2025-10-26,ARS,CRY,1,0,17,1.2325,0.5601,45-60_to_60-75,1,0.0,0.0149,0.0,0.1971,0.0,0.0149,-0.0149,0.0,0.0605,-0.0605,0.1306,0.0,0.1306,0.6167,0.0,0.6167,0.1347,0.0781,0.0566,0.0,0.1971,-0.1971
28860,2526,PL,2025-10-26,AVL,MCI,1,0,27,2.259,0.7223,45-60_to_60-75,5,0.0142,0.0426,0.0,0.3363,0.0142,0.0426,-0.0284,0.1865,0.3315,-0.145,0.1763,0.0,0.1763,0.0781,0.5252,-0.447,0.4218,0.1465,0.2753,0.0,0.3363,-0.3363
28861,2526,PL,2025-10-25,BRE,LIV,3,2,31,5.4357,1.4057,15-30_to_30-45,4,0.4568,0.4808,0.4903,0.0988,0.4568,0.4808,-0.024,0.0869,0.7073,-0.6204,0.8126,0.0272,0.7854,1.2616,0.5903,0.6713,0.1631,0.2601,-0.097,0.4903,0.0988,0.3915
28862,2526,PL,2025-10-25,CHE,SUN,1,2,26,2.7657,1.2913,15-30_to_30-45,2,0.4671,0.3245,0.096,0.1372,0.4671,0.3245,0.1426,0.0,0.9268,-0.9268,0.4093,0.0448,0.3645,0.0858,0.0,0.0858,0.1568,0.1173,0.0395,0.096,0.1372,-0.0412
